17,19,15,18,11,2,0,16,5,13,9,7,1,8,4,12,3,14,10,6
15,7,13,16,18,8,11,10,6,19,2,4,14,12,0,3,9,1,17,5
12,7,6,16,8,13,5,2,19,18,11,14,3,4,9,0,1,15,17,10
14,13,16,7,6,19,1,5,0,11,18,15,2,17,9,4,8,3,12,10
12,8,14,2,1,19,18,6,13,4,0,5,3,17,15,16,7,11,9,10
4,11,10,12,3,1,17,19,14,16,18,6,15,7,0,2,8,9,13,5
19,9,15,0,5,2,16,4,7,14,11,3,10,1,17,12,18,8,13,6
7,2,5,8,1,13,11,4,12,10,6,17,18,19,3,0,14,15,9,16
2,3,5,7,12,10,15,6,11,17,18,0,1,14,8,16,9,13,19,4
12,3,19,18,13,8,10,1,7,0,14,5,4,6,15,2,17,9,16,11
8,13,10,4,15,9,18,6,14,16,5,12,0,7,2,17,1,11,19,3
2,0,9,8,14,13,11,16,15,7,4,1,5,10,18,6,19,3,17,12
6,17,15,0,14,12,7,9,16,10,18,1,8,19,5,11,3,4,13,2
4,8,17,11,7,15,16,9,12,18,6,13,2,14,10,3,1,0,19,5
12,0,14,7,19,9,2,11,10,15,4,13,3,6,17,18,1,5,8,16
13,19,10,9,16,4,5,14,1,6,12,3,15,11,17,8,2,0,7,18
6,10,8,16,3,0,17,1,13,7,5,19,15,18,9,11,14,12,4,2
12,0,3,4,5,15,1,14,6,2,9,16,10,17,13,7,19,11,8,18
13,15,10,0,6,17,12,9,11,4,18,3,1,19,16,14,8,7,5,2
15,11,19,2,5,1,9,0,16,7,14,8,10,3,13,4,12,18,6,17
