8,15,17,14,6,7,2,3,13,4,18,19,16,1,0,11,9,10,5,12
2,13,17,5,3,6,15,8,11,14,0,12,18,16,4,10,7,19,9,1
8,15,14,19,5,11,16,3,10,13,12,17,1,18,4,7,9,6,0,2
15,13,18,1,0,17,10,14,16,4,8,6,3,2,5,7,19,11,9,12
18,0,11,9,3,8,12,6,4,13,19,16,17,10,1,5,15,2,7,14
15,4,12,19,18,16,1,0,2,13,7,5,17,14,8,11,9,3,10,6
7,13,4,14,12,0,18,16,3,11,17,6,19,9,10,5,1,2,8,15
1,19,15,13,14,17,11,6,12,5,9,2,10,7,16,0,18,3,8,4
3,7,19,4,11,8,12,10,6,18,14,9,1,17,16,2,0,15,13,5
17,10,12,19,15,2,0,5,16,13,18,3,9,8,1,7,14,4,11,6
7,0,16,2,18,11,13,9,5,17,14,4,10,19,3,8,15,12,6,1
5,10,1,13,16,4,9,18,6,3,8,17,2,7,15,0,12,19,11,14
2,11,13,14,16,18,4,1,15,17,6,19,7,8,9,3,5,10,12,0
3,6,4,2,10,13,7,11,19,0,16,9,5,1,15,18,8,12,17,14
17,6,19,15,8,10,13,14,18,4,12,7,11,3,0,16,2,1,5,9
5,3,9,7,19,1,2,14,10,12,4,0,17,11,6,16,18,15,8,13
9,18,1,15,14,19,12,5,4,13,8,7,16,6,11,10,17,3,0,2
6,5,17,12,14,3,2,19,7,18,15,0,9,8,11,1,10,16,13,4
2,7,10,8,0,14,13,4,5,1,6,15,17,12,18,9,19,3,16,11
2,14,5,0,8,4,9,1,10,13,17,3,11,15,19,12,7,16,6,18
