6,0,15,8,7,10,5,12,16,17,11,3,18,19,13,14,9,2,1,4
16,11,3,17,12,6,7,4,18,8,15,13,14,0,2,19,10,1,5,9
8,14,4,5,10,15,1,18,13,19,7,3,0,11,16,9,2,12,17,6
19,9,0,17,12,6,1,11,3,8,14,10,5,16,4,13,18,2,7,15
11,3,7,5,1,19,10,12,16,17,18,8,14,0,6,2,9,15,4,13
11,7,5,1,13,16,17,9,2,15,19,10,14,8,4,6,0,12,3,18
19,8,3,13,12,9,0,15,2,11,14,1,5,6,17,4,18,7,10,16
15,16,7,1,18,12,13,0,2,19,17,3,9,14,8,5,10,4,6,11
14,7,6,19,1,8,3,2,9,10,12,5,0,17,18,16,11,15,4,13
8,16,11,17,5,19,2,18,13,6,7,3,4,10,15,12,14,0,1,9
17,10,7,6,12,16,8,4,0,2,9,5,3,11,1,13,14,19,15,18
18,11,14,10,16,8,15,9,2,17,19,7,0,6,12,4,5,3,1,13
15,19,8,4,14,12,16,18,5,7,2,1,6,17,0,13,3,9,11,10
15,14,5,17,2,6,3,9,13,1,12,7,19,16,4,8,11,18,10,0
9,7,1,18,10,0,14,15,13,11,19,17,8,6,2,4,3,16,12,5
12,15,9,13,2,11,0,10,16,6,18,4,14,7,1,19,17,5,8,3
15,12,5,13,14,7,10,9,18,1,17,6,19,11,2,3,8,16,4,0
11,10,5,7,3,14,16,17,13,8,0,2,19,12,18,4,9,1,6,15
6,17,8,4,0,10,14,18,7,11,2,13,16,12,5,9,1,19,15,3
12,2,13,11,9,18,4,19,16,14,7,6,3,5,8,17,1,0,10,15
