10,9,1,6,11,13,4,16,17,8,14,19,3,15,5,12,18,7,0,2
13,19,9,15,11,4,7,12,16,0,14,3,5,1,2,17,10,8,6,18
19,16,0,15,5,18,11,8,2,7,4,12,13,1,10,17,14,9,3,6
14,2,7,6,12,11,18,3,19,4,13,10,0,9,16,5,17,1,8,15
18,4,0,13,7,10,1,8,12,17,3,16,9,6,5,11,2,19,14,15
6,4,3,19,11,12,13,10,18,17,5,0,14,16,1,7,8,15,2,9
17,9,5,4,0,8,14,3,19,10,12,7,11,16,13,6,18,2,1,15
6,15,12,14,3,2,4,13,0,5,8,17,7,18,11,10,9,19,1,16
2,0,13,18,10,9,16,3,7,1,6,4,8,17,15,5,19,11,14,12
5,12,17,14,11,8,15,4,13,3,1,18,2,19,16,7,6,0,10,9
15,14,5,19,16,1,12,6,7,10,2,17,4,9,11,8,13,3,0,18
18,19,7,2,14,4,15,8,9,0,11,16,5,3,17,10,1,13,6,12
3,6,8,15,7,12,19,2,0,10,1,9,11,16,13,5,18,14,4,17
15,16,3,18,7,13,12,8,6,11,14,1,0,4,5,9,2,19,17,10
14,5,12,7,18,19,16,9,4,0,17,15,10,2,11,8,3,6,1,13
1,7,3,13,9,0,19,12,4,18,17,8,6,14,10,11,2,5,16,15
4,12,16,7,15,10,14,8,18,6,0,13,5,2,17,19,3,1,9,11
7,3,11,13,5,1,17,2,15,16,6,18,8,19,10,9,4,0,12,14
1,3,13,8,2,9,11,16,14,19,5,18,15,6,12,4,17,0,10,7
7,15,16,13,9,2,18,17,4,1,11,12,6,5,8,0,19,10,3,14
