6,5,1,9,17,4,3,13,16,14,0,18,10,15,8,2,7,19,12,11
16,19,3,18,6,9,12,0,7,17,4,1,5,2,8,14,11,15,10,13
4,3,13,17,11,18,12,19,9,15,7,8,2,5,16,10,0,6,14,1
11,15,6,12,17,19,1,18,4,16,13,8,5,7,2,3,14,10,9,0
14,18,19,4,15,0,8,1,13,7,3,2,10,5,16,6,9,11,17,12
2,15,17,5,6,1,14,10,13,11,16,18,8,19,7,12,0,3,4,9
10,12,15,19,9,8,5,16,13,18,14,17,6,0,11,1,4,7,3,2
8,12,17,4,5,2,14,16,7,0,15,9,11,10,13,18,3,6,19,1
7,17,14,10,15,13,19,18,12,1,16,0,2,8,6,3,5,4,9,11
2,3,14,5,16,4,15,13,11,12,1,10,8,17,7,0,19,9,6,18
11,19,4,6,14,17,7,18,2,12,8,1,3,16,5,10,15,9,0,13
6,15,4,17,0,12,10,11,9,13,1,18,2,19,3,8,7,16,5,14
3,9,12,8,6,0,7,18,10,11,14,5,17,1,15,4,19,13,16,2
7,16,17,11,6,9,18,19,13,12,15,5,1,3,8,14,0,4,10,2
5,0,6,19,10,2,8,11,15,14,18,13,17,3,16,12,7,4,9,1
5,14,19,10,12,11,4,15,9,6,18,3,16,1,8,13,0,2,17,7
6,5,11,2,16,4,7,8,14,3,1,19,10,9,13,0,17,18,15,12
2,6,15,7,10,18,12,1,0,8,14,16,9,19,3,11,5,13,17,4
16,0,1,2,13,15,5,9,11,8,12,19,14,3,4,18,17,6,7,10
2,4,11,12,0,10,5,1,18,6,7,8,9,3,19,14,13,15,17,16
