7,17,3,6,13,4,10,16,15,12,9,0,19,1,18,14,8,2,5,11
11,17,5,18,15,13,9,0,7,14,1,12,19,8,4,3,6,2,10,16
7,9,15,12,0,6,8,17,1,14,2,4,5,19,16,13,10,3,11,18
4,2,7,13,18,9,15,5,6,17,1,12,0,16,11,3,10,19,8,14
11,14,18,13,0,2,5,10,16,1,12,3,15,6,8,4,17,19,9,7
3,6,4,14,9,2,10,15,16,11,8,17,5,12,1,18,13,7,19,0
19,13,11,7,10,16,9,0,5,12,8,3,2,14,15,4,6,1,17,18
6,0,8,14,12,10,11,19,1,4,18,17,13,15,7,5,9,3,2,16
6,18,15,2,10,7,14,8,3,11,17,5,0,19,1,16,12,9,13,4
19,10,14,13,1,16,7,18,0,5,9,4,3,6,11,2,8,12,15,17
8,15,0,1,11,16,12,17,9,3,7,5,4,6,18,13,10,19,2,14
6,11,3,12,17,19,15,8,9,14,5,18,4,2,13,16,10,1,0,7
15,12,5,2,1,18,19,0,7,13,4,10,16,8,6,3,17,14,11,9
6,12,1,9,19,2,18,4,5,11,0,10,7,14,8,17,13,3,16,15
6,10,13,8,11,3,7,4,15,2,18,5,19,14,0,16,12,9,17,1
16,6,9,13,3,14,5,19,15,10,7,8,0,2,12,18,4,1,17,11
15,3,4,7,17,1,5,14,11,16,19,2,6,10,8,12,13,18,9,0
12,5,15,14,11,10,4,8,17,6,0,7,2,18,1,9,3,19,16,13
13,0,7,5,8,11,2,9,18,15,4,17,14,12,3,16,10,6,19,1
9,14,10,7,19,17,12,1,18,6,3,13,15,16,8,5,4,11,0,2
