11,0,17,7,19,18,5,1,10,8,15,13,4,9,6,2,3,14,12,16
1,11,0,15,17,18,14,10,6,7,16,9,5,2,13,19,12,3,4,8
11,0,5,18,2,15,9,12,3,8,7,13,6,10,1,14,17,4,19,16
9,10,17,15,1,19,11,12,0,3,2,5,6,7,13,16,18,8,14,4
12,11,9,18,10,1,14,4,5,6,13,16,19,8,17,0,3,15,2,7
7,12,16,5,1,17,15,13,14,8,18,9,2,19,4,10,3,0,11,6
4,14,18,6,7,16,2,15,17,19,13,0,9,3,12,8,11,10,1,5
18,9,12,14,5,8,17,15,16,0,1,19,4,7,13,6,3,10,11,2
2,11,13,18,5,12,3,8,17,10,16,15,14,6,9,19,0,4,1,7
6,5,0,2,9,11,16,1,14,12,15,3,18,17,19,4,13,10,8,7
3,18,14,2,5,13,16,10,19,4,0,6,7,1,15,17,8,11,12,9
7,12,11,18,17,14,8,10,9,2,4,16,0,15,19,3,1,5,6,13
13,16,5,1,14,8,9,6,18,3,17,15,10,12,7,4,2,11,19,0
19,13,7,8,5,1,3,14,15,18,4,6,10,16,12,9,11,2,0,17
14,12,8,13,7,3,2,18,0,16,6,19,5,11,4,9,17,1,15,10
10,5,17,13,1,3,2,12,15,11,16,7,18,8,4,9,14,19,6,0
13,10,11,18,2,4,15,17,7,0,3,16,6,14,1,19,12,9,5,8
12,15,18,7,17,8,19,0,2,10,11,16,14,1,4,9,3,6,13,5
8,14,16,17,5,10,4,12,1,3,19,6,0,11,15,2,13,7,9,18
6,15,18,8,2,12,19,11,5,3,7,0,13,10,4,17,9,16,1,14
