7,11,3,16,6,17,5,9,18,12,19,2,4,14,8,1,0,10,15,13
7,0,8,11,18,14,3,19,17,12,13,1,15,16,9,2,5,6,10,4
15,11,12,13,5,18,4,16,3,6,14,8,17,2,7,19,1,0,10,9
10,11,7,17,3,12,16,18,0,14,19,9,1,5,4,2,13,8,6,15
11,12,5,17,10,15,14,8,6,3,19,18,7,4,0,9,13,16,2,1
10,6,11,9,3,2,15,5,13,8,19,18,0,16,7,17,1,12,4,14
4,16,13,7,11,14,2,8,15,12,18,1,6,17,10,0,9,5,19,3
13,6,0,8,16,12,19,1,7,18,3,15,4,14,10,17,11,9,2,5
4,12,15,7,8,11,14,17,19,3,16,13,2,10,1,18,9,6,0,5
10,13,12,14,9,2,18,15,11,6,19,4,8,17,16,1,7,5,0,3
18,3,15,12,19,10,14,4,11,7,1,17,0,2,16,9,5,13,8,6
15,3,10,12,18,13,16,11,0,6,7,17,8,1,19,2,5,14,9,4
1,3,15,11,6,0,14,2,9,5,19,13,4,18,7,16,10,12,17,8
10,9,4,15,3,8,5,17,14,6,12,16,11,2,7,1,18,0,19,13
11,6,17,19,12,1,13,15,10,3,4,14,9,8,18,16,2,5,7,0
2,14,3,18,0,16,13,11,1,15,6,9,17,8,7,12,4,19,10,5
8,5,14,13,19,18,0,11,9,7,1,4,15,17,10,2,12,6,3,16
18,10,0,11,12,14,17,19,15,7,16,4,5,9,6,1,3,13,8,2
11,7,14,0,9,6,2,4,18,17,3,8,1,15,19,10,12,5,16,13
9,6,1,8,16,17,7,0,18,13,12,14,3,19,4,11,10,15,2,5
