5,16,17,14,2,18,15,0,19,12,4,1,6,11,8,3,9,7,13,10
9,6,8,7,19,10,2,1,11,4,0,18,16,12,3,13,5,15,17,14
17,14,11,0,12,7,4,2,3,1,18,13,19,6,16,9,8,10,5,15
19,4,10,0,16,9,5,8,1,14,17,2,18,11,13,12,15,3,6,7
14,3,15,4,6,0,11,5,18,13,17,16,8,10,12,7,19,1,9,2
1,15,8,2,18,10,16,5,4,6,19,3,9,7,11,13,14,0,17,12
4,18,6,14,16,11,5,13,17,1,0,12,7,3,19,9,15,2,8,10
14,0,10,16,2,19,4,18,11,12,7,3,13,5,17,6,15,9,1,8
6,5,3,19,17,18,8,11,12,7,0,2,9,15,4,10,13,1,16,14
13,6,19,11,8,14,7,2,9,3,18,16,4,1,15,17,5,0,12,10
15,19,14,1,8,7,18,6,17,11,16,2,10,9,12,4,0,5,3,13
5,19,7,18,0,17,10,15,4,12,11,1,16,2,8,6,3,13,14,9
19,6,13,11,14,3,9,8,2,10,15,7,4,0,16,17,18,12,5,1
15,13,8,19,3,14,1,17,4,18,16,2,10,0,12,5,9,11,7,6
5,4,1,2,19,6,11,16,10,18,14,12,7,3,13,8,17,15,0,9
19,12,16,14,8,4,17,13,9,18,7,15,10,0,11,5,3,1,6,2
7,0,8,15,19,6,16,11,13,18,17,9,2,1,3,10,12,5,4,14
11,12,16,8,18,7,3,19,4,5,6,17,9,2,0,1,15,10,13,14
15,4,17,5,0,19,13,8,2,1,6,7,3,11,16,12,9,18,14,10
5,13,1,19,3,14,15,4,10,6,12,17,7,8,18,11,2,16,9,0
