3,11,1,9,7,15,8,0,4,19,5,6,10,2,17,18,14,12,13,16
11,7,10,18,15,12,1,0,16,3,8,4,14,6,19,2,9,5,17,13
11,3,10,16,17,15,5,4,12,2,18,13,0,1,19,8,7,14,6,9
4,14,19,6,7,16,0,17,2,15,3,10,8,12,13,5,18,9,1,11
3,14,15,1,7,9,0,16,4,18,8,17,11,5,13,19,2,6,10,12
12,2,16,1,17,3,18,4,7,5,15,14,19,8,13,9,6,10,0,11
16,19,15,18,13,11,5,3,12,4,9,7,6,8,0,1,2,14,17,10
7,6,17,14,9,15,13,12,5,11,3,8,10,4,18,2,19,0,16,1
14,5,3,8,2,4,12,16,7,18,1,0,10,19,13,17,9,6,11,15
16,18,3,4,6,0,9,19,14,5,2,7,15,1,17,13,12,11,8,10
18,7,3,11,1,9,5,0,16,17,6,10,15,12,19,2,4,8,14,13
14,0,3,7,16,19,4,12,13,11,17,15,9,1,18,8,2,6,5,10
10,6,18,13,12,19,9,3,1,0,7,2,17,16,4,8,5,15,14,11
2,12,9,18,1,13,14,5,6,7,17,0,3,8,16,10,15,19,11,4
6,12,18,0,13,19,10,15,11,17,5,7,4,16,3,14,9,2,8,1
5,0,12,17,19,11,4,18,9,7,16,2,15,6,10,13,3,8,1,14
17,5,16,10,7,12,14,0,13,3,4,2,8,6,11,9,18,1,19,15
16,12,6,8,1,2,19,14,10,13,17,15,0,3,5,4,18,7,9,11
4,10,14,19,7,15,13,6,3,8,16,18,5,11,1,2,17,0,9,12
13,5,19,16,7,2,10,15,6,12,18,1,3,11,17,0,14,8,4,9
