3,11,17,19,12,6,2,15,13,14,1,18,5,0,16,8,10,7,4,9
17,5,6,15,12,10,8,16,4,0,7,2,3,18,11,1,13,19,9,14
13,15,8,6,7,11,18,2,10,14,17,4,1,19,12,16,3,0,5,9
15,7,10,19,5,0,14,3,11,6,12,9,17,18,2,13,4,16,1,8
9,4,1,7,6,2,14,0,13,8,5,3,19,18,11,12,10,16,15,17
17,2,16,7,15,6,1,18,10,3,9,4,19,5,11,12,14,8,13,0
13,10,19,4,18,2,7,9,15,16,3,1,17,11,6,12,8,0,5,14
11,4,1,16,9,13,19,8,18,5,15,10,3,7,0,17,14,2,6,12
16,19,6,10,0,15,7,13,4,2,14,3,17,5,18,11,1,9,8,12
1,12,14,15,2,19,0,3,7,6,8,18,4,11,10,5,9,13,16,17
8,2,6,5,18,16,9,1,19,17,15,7,0,10,4,3,14,13,12,11
11,2,13,7,18,8,9,1,14,12,4,17,10,15,16,6,0,3,19,5
16,3,6,18,11,8,17,15,13,10,5,2,1,7,12,19,4,9,0,14
12,4,0,8,13,10,9,6,17,3,1,14,16,15,5,19,18,11,7,2
12,10,17,2,6,16,3,15,9,13,4,1,19,14,11,0,8,18,7,5
19,16,10,7,8,14,15,1,6,13,5,12,4,11,17,3,18,0,2,9
12,4,13,17,10,9,0,15,2,19,16,1,7,5,11,8,6,14,3,18
15,8,3,12,1,14,10,11,17,16,9,4,5,6,0,7,19,13,2,18
11,3,12,7,1,2,9,14,4,17,6,19,8,10,16,18,0,5,13,15
2,9,18,15,0,6,16,13,12,4,19,10,11,1,7,17,3,8,5,14
